Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01007915,Cumnock South and Craigens,East Ayrshire,820,510,2209,32,7,4,2,2333,1500,2107,2780,3835,4455,3565,15%,119,15%,74,150,70,76,69,23%,7%,108,84%,5.40,135,2%,6%,11,135,87,0,10%,0%,1.974215569,3.592649701,3.144140719,3.185046729,3.23038024,5.064435484,8.317865269,9.035814371,7.529482036,0%
S01007916,Cumnock North,East Ayrshire,839,483,1695,25,5,3,2,1731.5,1420,1421,1431,6328,2565,3419.5,18%,151,15%,73,155,89,169,128,23%,0%,129,76%,4.94,136,9%,5%,22,264,85,3,10%,0%,1.567358025,1.603253086,2.272703704,3.041424581,2.788743827,1.958708333,6.139743827,7.684685185,7.999876543,0%
S01007917,Cumnock North,East Ayrshire,791,467,1516,22,5,3,2,1481,1377,1825,1072,5816,1776,3423,20%,156,15%,71,120,102,378,158,24%,6%,109,74%,5.09,173,5%,4%,28,357,88,0,11%,0%,1.09788961,2.669583825,2.199698937,2.566151685,2.759763872,3.991206897,6.404028926,7.095717237,5.590268595,0%
S01007918,Cumnock North,East Ayrshire,804,517,1399,21,5,3,2,1559,1233,1007,2490,5532,264,3563,19%,154,16%,82,150,150,261,157,23%,8%,160,78%,5.54,128,7%,9%,74,916,83,11,9%,1%,1.563712039,1.89462039,1.682852495,2.217113821,2.676862798,2.884409449,6.665531453,6.486621475,7.082491866,13%
S01007919,Cumnock North,East Ayrshire,792,480,6372,92,19,10,5,6703,5651,5493,5714,2836,6409,5685,2%,12,3%,15,55,55,0,62,13%,4%,77,92%,5.76,65,2%,26%,3,38,41,0,5%,0%,2.756972833,3.093838939,2.677270375,3.476104869,3.843754851,4.555928144,8.802907503,9.363159767,12.61028461,4%
S01007920,Cumnock North,East Ayrshire,643,398,4998,72,15,8,4,4702,5291,4201,3568,2454,6785,5593,6%,37,4%,15,75,24,48,67,16%,4%,101,88%,5.16,79,5%,8%,*,*,34,0,6%,0%,2.686207317,3.229186992,2.817215447,3.726790123,3.986231707,4.562824427,9.523406504,10.04830081,13.3916626,6%
S01007921,Auchinleck,East Ayrshire,909,568,525,8,2,1,1,536,697,750,350,2757,958,1497,28%,258,20%,111,190,222,173,119,23%,7%,138,68%,4.87,200,10%,3%,46,510,165,1,18%,0%,2.963256438,2.983363734,2.883441524,2.926342593,7.470737661,3.250128205,7.631604077,7.117172747,18.45644313,0%
S01007922,Auchinleck,East Ayrshire,797,492,606,9,2,1,1,748,441,836,574,5158,852,1385,26%,208,22%,109,195,111,138,97,24%,10%,140,70%,5.14,220,7%,5%,43,544,162,1,19%,0%,2.377707612,2.199034025,2.070383506,2.195659898,7.465314302,2.647586207,5.293154556,4.724515571,15.50495386,0%
S01007923,Auchinleck,East Ayrshire,944,557,3499,51,11,6,3,3596,3458,2306,3410,4635,2354,3319,9%,87,8%,43,110,78,246,133,18%,3%,135,80%,5.62,131,0%,11%,27,288,102,6,11%,1%,1.573336724,2.063379959,2.125358596,2.618829787,5.987525432,3.906006289,6.190707019,6.219369278,14.05436165,0%
S01007924,Auchinleck,East Ayrshire,1047,621,1127,17,4,2,1,1192,1202,1050,807,5484,872,2538,22%,229,16%,100,160,87,203,155,25%,4%,141,70%,4.82,173,5%,5%,56,539,133,2,14%,0%,1.605036162,1.904597396,1.777234812,1.758955823,7.348416104,2.513807107,5.435776278,4.90927676,14.84568949,1%
S01007925,Northern and Irvine Valley Rural,East Ayrshire,440,282,4940,71,15,8,4,5986,5316,5703,5358,343,4411,6436.5,3%,13,4%,10,45,36,0,60,10%,0%,114,81%,6.28,73,1%,22%,6,138,7,8,2%,2%,7.194005376,6.530129032,4.818188172,6.072285714,8.127430108,9.346506849,22.73810215,18.12723387,24.90911022,69%
S01007926,Northern and Irvine Valley Rural,East Ayrshire,479,298,4369,63,13,7,4,4508,5761,4995,4867,356,3249.5,5884,6%,30,3%,9,55,27,0,96,14%,0%,106,88%,5.59,70,1%,14%,10,211,16,6,3%,1%,8.25666841,5.477531381,4.659518828,6.164196429,10.03957636,11.06431507,17.90365324,15.31636506,25.31405073,77%
S01007927,Northern and Irvine Valley Rural,East Ayrshire,767,515,4323,62,13,7,4,5080,5579.5,5197,4805,156,4529,6315,5%,37,3%,17,55,51,0,44,13%,4%,108,89%,5.31,79,0%,16%,10,131,14,8,2%,1%,8.215854943,9.960709076,8.684550243,6.730827068,9.436122366,9.61,31.64412007,24.75158495,23.93642828,60%
S01007928,Northern and Irvine Valley Rural,East Ayrshire,1024,592,4243,61,13,7,4,4855,4429,3895,5689,487,5349,4378,5%,55,5%,31,65,96,0,127,19%,5%,108,93%,6.06,73,1%,11%,9,89,78,5,8%,1%,6.083631985,7.877907033,7.618795761,1.746693548,8.322967245,7.290652174,21.24073218,24.78733141,25.84573218,5%
S01007929,Northern and Irvine Valley Rural,East Ayrshire,1530,1032,5124,74,15,8,4,5560,5629,5668,5363,571,5684,3561,4%,58,3%,33,50,23,0,60,11%,6%,98,91%,5.71,69,0%,12%,11,73,54,23,7%,3%,5.517303523,5.197198509,5.087262873,5.614236726,5.118058943,8.24259434,16.97087737,16.53475271,16.57914126,43%
S01007930,Northern and Irvine Valley Rural,East Ayrshire,638,413,5458,79,16,8,4,6679,6552,6862,6459,168,4921,5215,2%,10,2%,8,20,6,0,75,8%,0%,78,*,5.87,59,0%,10%,7,111,19,19,3%,3%,8.669904167,9.113970833,5.691320833,6.004161074,8.771475,12.87821101,27.07240417,22.17399167,26.20665417,89%
S01007931,Northern and Irvine Valley Rural,East Ayrshire,1145,655,4616,67,14,7,4,3900,4213,4457,5587,2570,3628,5351,8%,92,6%,38,70,42,29,86,13%,3%,99,95%,5.84,75,1%,9%,21,185,60,8,5%,1%,5.579483141,6.062255989,1.224853594,1.396308824,5.74189441,9.46260355,12.04972493,4.149498669,10.52027507,0%
S01007932,Stewarton East,East Ayrshire,803,437,6396,92,19,10,5,5848,5358,5010,6061,5199,6842,6819,3%,26,4%,16,55,132,0,68,14%,0%,93,92%,6.00,40,1%,13%,*,*,9,5,1%,1%,2.663252106,1.889262936,2.756723827,3.563181818,2.210508424,4.591691542,5.935499398,5.913574007,5.787521059,2%
S01007933,Stewarton East,East Ayrshire,835,511,4655,67,14,7,4,3654,4365,3584,4008,6097,5686,3712,9%,75,5%,28,85,115,19,82,15%,12%,113,90%,5.54,89,3%,7%,6,72,82,5,9%,1%,3.19215103,2.15812357,3.176192792,1.868459821,2.631106979,2.606295547,6.427425629,6.291716247,6.279159039,0%
S01007934,Stewarton East,East Ayrshire,700,445,2863,42,9,5,3,1916,2386,2986,4312,5629,4279,3476,17%,118,11%,49,125,17,216,73,20%,0%,97,87%,5.86,85,2%,8%,10,144,71,6,10%,1%,3.185576389,2.240829861,3.169013889,2.340197368,2.692871528,3.589084967,5.932256944,6.113916667,5.9403125,0%
S01007935,Stewarton East,East Ayrshire,798,512,2118,31,7,4,2,1702,1634,2280,3936,6548,1039,1766,18%,145,14%,72,130,180,292,94,16%,0%,112,83%,5.63,67,4%,9%,39,493,118,15,15%,2%,1.306487578,1.032245342,1.246434783,3.125351562,0.991425466,4.51520202,2.768186335,2.265937888,2.448024845,3%
S01007936,Stewarton East,East Ayrshire,991,661,6920,100,20,10,5,6423,6750,6094,6467,4636,6354,6792,2%,21,1%,10,35,18,57,78,12%,8%,85,94%,6.24,46,1%,16%,4,41,15,3,1%,0%,2.263043155,2.275133929,2.18563244,3.777800752,1.956267361,4.803682927,7.757792659,7.140602679,6.811671627,18%
S01007937,Stewarton West,East Ayrshire,995,618,5494,79,16,8,4,5170,5378,4135,5326,2633,6559,5527,5%,46,4%,22,70,80,0,105,15%,3%,106,87%,6.07,56,3%,12%,3,30,45,15,4%,1%,3.193085458,3.411657224,2.756876771,4.528732143,3.034492446,7.152847682,8.365283286,6.151553352,7.122563739,9%
S01007938,Stewarton West,East Ayrshire,698,418,2338,34,7,4,2,1880,2072,2541,2581,3989,5381,3788,17%,119,12%,51,105,115,162,93,20%,0%,123,78%,5.57,121,1%,4%,6,87,70,2,9%,0%,3.069023649,3.276371622,2.334709459,3.805040984,2.888381757,6.776217391,7.26622973,4.970256757,6.119202703,0%
S01007939,Stewarton West,East Ayrshire,766,452,1574,23,5,3,2,1555,1150,2129,1330,4338,4525,2574,19%,147,17%,75,115,190,162,106,19%,3%,133,74%,5.11,141,8%,4%,10,132,114,8,13%,1%,3.318194754,3.41688058,2.420008371,2.226893939,3.011551339,6.963488372,7.540842634,4.716261161,5.852020089,0%
S01007940,Darvel,East Ayrshire,1031,623,2524,37,8,4,2,2874,2002,2394,3863,1230,5765,5889,12%,125,13%,78,115,108,122,95,21%,8%,119,89%,5.67,118,4%,9%,7,68,36,14,3%,1%,9.717814867,2.895234375,1.858439867,2.901359833,11.68408144,12.28685358,10.12586411,6.654195076,20.76028409,0%
S01007941,Darvel,East Ayrshire,611,385,6209,90,18,9,5,6645,6505,4503,6060,1786,6170,5232,2%,10,2%,8,55,27,116,86,18%,0%,98,93%,6.30,78,0%,12%,3,50,40,0,6%,0%,9.02141046,1.909603803,1.882559429,1.829821429,10.98728605,11.33373737,9.4177813,8.007812995,21.49142631,0%
S01007942,Darvel,East Ayrshire,646,388,3252,47,10,5,3,2740,2797,3711,3910,3621,2754,4477,13%,82,10%,37,90,43,143,68,14%,3%,108,80%,5.85,89,2%,11%,16,250,36,5,7%,1%,8.72226378,1.72304626,0.993887795,1.849319853,10.68853346,11.05926471,6.661564961,2.668917323,17.63501969,0%
S01007943,Darvel,East Ayrshire,653,341,2487,36,8,4,2,2218,1610,2854,4293,3693,5261,3405,15%,99,14%,47,115,31,204,93,21%,0%,99,87%,5.93,108,4%,13%,6,93,63,9,10%,1%,8.364912879,1.740488636,0.856537879,2.231391304,10.33038258,10.63969136,6.322833333,3.357893939,16.8359697,0%
S01007944,Darvel,East Ayrshire,902,568,2187,32,7,4,2,2476,1822,2182,1759,3179,3728,4471,14%,125,13%,75,120,48,308,91,23%,3%,120,71%,5.03,110,2%,5%,16,179,71,3,8%,0%,7.519819672,1.188737705,1.710986339,3.019927536,9.484412568,9.933932584,5.156076503,4.950084699,15.49206557,0%
S01007945,Newmilns,East Ayrshire,820,511,1103,16,4,2,1,1068,737,1014,3105,1548,4015,3044,23%,188,19%,97,165,264,231,79,27%,5%,130,85%,5.24,103,1%,5%,13,160,88,14,10%,2%,4.983829412,2.029,3.969073529,4.228854962,6.948829412,7.259051724,5.209123529,9.361029412,10.78692353,32%
S01007946,Newmilns,East Ayrshire,710,482,1517,22,5,3,2,1910,1396,1608,2054,1458,1350,2494.5,17%,120,15%,74,140,153,151,73,24%,9%,130,75%,5.03,126,1%,6%,30,426,93,15,12%,2%,4.880991105,2.035425667,4.221918679,4.314716981,6.845358958,7.156022099,5.35156925,10.08967598,10.82238882,42%
S01007947,Newmilns,East Ayrshire,659,379,3302,48,10,5,3,3621,2532,3702,3002,3746,2817,3504.5,9%,60,11%,40,85,47,104,60,19%,4%,92,80%,5.59,98,8%,9%,16,245,73,7,10%,1%,3.720734127,1.008835979,4.410396825,2.8271875,5.68614418,5.905375,4.307261905,10.64973545,9.749900794,10%
S01007948,Newmilns,East Ayrshire,608,338,504,8,2,1,1,557,282,927,779,2517,1964,4257,28%,171,25%,83,165,119,207,133,26%,3%,144,77%,4.77,205,10%,7%,20,332,56,1,8%,0%,3.694871212,1.916401515,4.281375,2.73381295,5.583246212,5.89476,7.110416667,11.76490152,10.66437879,1%
S01007949,Galston,East Ayrshire,668,383,4493,65,13,7,4,3882,4587,3479,4071,2689,6562,5814,8%,54,5%,19,80,69,80,85,17%,5%,113,82%,5.76,79,1%,10%,*,*,33,4,4%,1%,2.487063915,5.269623835,1.720186418,4.080867347,2.892123835,4.217951807,16.68759321,7.662822903,7.071914115,15%
S01007950,Galston,East Ayrshire,898,574,5503,79,16,8,4,5200,5177,4539,4581,3127,6863,5782.5,5%,41,4%,23,55,58,34,93,14%,3%,112,85%,5.91,80,2%,13%,*,*,42,2,5%,0%,2.592613507,5.374642452,1.827114075,4.016647399,2.696452894,4.377651007,15.32716232,7.653030647,8.544074915,0%
S01007951,Galston,East Ayrshire,925,589,3241,47,10,5,3,3279,2963,3221,2169,4790,3146,4866,10%,97,9%,54,95,80,70,57,16%,0%,132,78%,5.29,114,4%,4%,20,218,54,0,7%,0%,2.809354305,5.705708609,2.156745033,2.45233945,1.981483444,4.405188679,11.20044371,5.791609272,4.015655629,0%
S01007952,Galston,East Ayrshire,626,391,583,9,2,1,1,630,346,289,3151,5872,430,1524,27%,171,24%,92,185,141,467,135,29%,9%,207,88%,5.92,129,7%,4%,47,757,101,9,16%,1%,1.806081848,4.915502431,1.600158023,2.745066667,1.898002431,3.618086957,11.17702188,4.892945705,3.844213938,0%
S01007953,Galston,East Ayrshire,958,617,2286,33,7,4,2,1756,2759,2403,1663,4822,3249.5,2974,18%,171,10%,60,110,68,67,83,20%,4%,149,75%,5.19,151,3%,5%,20,211,105,10,11%,1%,2.040189232,5.3771242,2.399610874,1.210059761,2.365583689,4.136034483,12.14976013,7.425,5.617116205,0%
S01007954,Galston,East Ayrshire,697,468,666,10,2,1,1,453,814,699,757,3632,3159,2208,30%,206,19%,86,160,207,401,112,24%,12%,178,74%,4.50,189,3%,5%,15,217,106,2,15%,0%,3.367836538,6.611662088,3.129278846,1.596715976,2.952877747,4.996825397,11.87493132,6.363763736,4.602822802,0%
S01007955,Earlston and Hurlford Rural,East Ayrshire,791,520,1366,20,4,2,1,1207,1641,1580,1422,1216,5338,1416,22%,172,14%,72,140,75,180,102,20%,11%,157,76%,5.35,190,1%,2%,7,89,147,8,18%,1%,4.627166867,6.376788715,2.2694988,3.394935345,7.03379952,7.820956284,13.48578031,5.245333133,16.91493697,0%
S01007956,Earlston and Hurlford Rural,East Ayrshire,700,464,1345,20,4,2,1,856.5,1816,1770,1908,1491,2475,2546,25%,175,13%,62,135,66,189,152,20%,0%,140,77%,5.23,159,2%,6%,19,274,100,2,13%,0%,4.1795,5.928993289,1.822016779,2.943195122,6.587469799,7.494466292,12.02648993,4.765694631,15.12399664,0%
S01007957,Earlston and Hurlford Rural,East Ayrshire,894,547,1563,23,5,3,2,1573,1623,1085,2284,3167,1334,3133,19%,170,14%,77,160,83,180,116,24%,4%,160,77%,5.68,166,2%,7%,38,429,103,6,11%,1%,3.179978448,5.084234914,1.234927263,2.037453416,5.586204203,6.637586207,10.67290948,4.071823815,13.50309267,0%
S01007958,Earlston and Hurlford Rural,East Ayrshire,780,495,729,11,3,2,1,856.5,571,683,1311,2551,1281,2035,25%,195,21%,103,150,167,441,175,26%,11%,169,75%,5.58,166,14%,4%,34,440,118,7,15%,1%,2.336964892,4.600549264,1.858233296,2.0615,4.745220838,6.005895522,13.94889581,7.690951302,11.95183749,1%
S01007959,Earlston and Hurlford Rural,East Ayrshire,723,418,3605,52,11,6,3,3617,3359,2832,3270,3465,3693,5304,9%,66,8%,33,110,51,168,88,19%,5%,112,81%,5.79,119,6%,11%,13,181,44,3,6%,0%,2.570052562,4.333547963,1.32228975,2.077954545,4.854904731,5.572688172,10.10924442,5.978022339,12.24839685,0%
S01007960,Earlston and Hurlford Rural,East Ayrshire,696,443,2553,37,8,4,2,2994,2584,2431,2186,1501,4831,4621.5,12%,81,10%,46,120,54,171,97,18%,19%,123,82%,5.00,168,1%,9%,8,116,54,0,8%,0%,3.111440374,4.03981681,2.983954741,3.981382979,5.338911638,5.520655738,10.7957579,8.364849138,17.43944325,1%
S01007961,Earlston and Hurlford Rural,East Ayrshire,1069,800,3257,47,10,5,3,5635.5,4716,3958,2403,417,222,6658,4%,39,5%,38,70,60,452,97,9%,9%,128,85%,5.81,188,4%,5%,105,981,10,7,1%,1%,4.262749587,6.669084158,4.471225248,4.770551948,6.625662129,7.611078431,22.73968234,19.24665223,23.20638098,76%
S01007962,Shortlees,East Ayrshire,539,349,857,13,3,2,1,472,1138,1282,1238,1492,4898,1953,29%,158,17%,58,160,117,80,70,19%,0%,188,75%,5.11,146,1%,1%,6,112,90,4,15%,1%,3.068785595,5.334907873,2.245062814,1.892331288,5.37040201,6.662822581,23.03156616,8.472914573,18.37783082,0%
S01007963,Shortlees,East Ayrshire,963,576,22,1,1,1,1,18,86,73,44,2201,588,2255,46%,439,30%,172,260,223,595,156,25%,8%,204,68%,4.24,267,10%,2%,63,649,145,2,14%,0%,2.779055334,5.773644068,1.660618146,1.479297235,5.73440678,7.079930876,18.95034646,5.878811067,15.54310818,0%
S01007964,Shortlees,East Ayrshire,806,494,793,12,3,2,1,705,1214.5,1443,374,1903,1162,2356,27%,214,16%,79,125,134,99,168,19%,9%,177,69%,4.61,196,8%,4%,37,463,106,7,13%,1%,1.855752212,6.464990518,1.866061947,2.647477064,5.402063843,8.083537415,14.41290139,8.259209861,11.87041719,0%
S01007965,Shortlees,East Ayrshire,529,328,538,8,2,1,1,541,553.5,691,534,1974,3542,1540,28%,150,21%,68,175,145,427,150,22%,0%,171,75%,4.20,162,8%,3%,10,191,95,7,16%,1%,1.823368056,6.124609375,1.665789931,2.807097902,5.082725694,7.770904255,16.28743056,5.953411458,12.79447917,0%
S01007966,Shortlees,East Ayrshire,955,590,459,7,2,1,1,512,693,488,331,1988,875,1783,29%,274,20%,113,185,192,614,172,22%,3%,173,71%,4.77,215,8%,2%,51,539,151,10,15%,1%,2.489170931,5.565634596,1.646243603,2.128796562,5.348050154,7.225372093,19.1395957,6.470644831,14.69689355,0%
S01007967,Shortlees,East Ayrshire,589,375,545,8,2,1,1,528,881,858,226,1550,2873,1858,29%,168,18%,68,155,119,361,139,21%,6%,189,72%,4.50,212,6%,1%,14,240,101,2,16%,0%,3.060402973,5.784064945,1.892280908,2.178363095,5.796028951,7.396030534,20.7168349,6.503677621,16.05926448,0%
S01007968,Bellfield and Kirkstyle,East Ayrshire,914,566,2370,34,7,4,2,1840,2983,2818,2513,1593,5827,1763,17%,158,9%,51,100,72,109,99,19%,2%,125,80%,5.73,158,2%,6%,6,66,139,5,16%,1%,2.39156214,4.604444764,2.777281358,2.42012766,4.640020138,6.119814815,20.95240219,10.7513435,16.29494534,0%
S01007969,Bellfield and Kirkstyle,East Ayrshire,785,480,1871,27,6,3,2,1872,1687,1696,2090,2219,4110,3271,17%,134,14%,66,130,169,398,102,22%,6%,125,78%,5.67,161,8%,7%,12,154,88,7,10%,1%,1.670297619,4.058074405,3.064574405,1.698447205,4.032741071,5.479022989,20.75264286,12.53361905,15.85334524,0%
S01007970,Bellfield and Kirkstyle,East Ayrshire,794,508,1822,27,6,3,2,1651,2136,1688,1670,1797,4860,2162,19%,147,12%,61,130,111,166,108,22%,2%,144,73%,5.38,170,3%,6%,9,114,123,8,14%,1%,1.717771739,5.355709382,2.628114989,2.904395604,4.596893593,6.899212598,16.96130721,10.02648741,12.72281751,0%
S01007971,Bellfield and Kirkstyle,East Ayrshire,917,609,901,13,3,2,1,995,891,697,1601,2650,731,2967,24%,217,18%,110,175,123,439,125,25%,12%,153,87%,4.31,146,5%,4%,53,583,110,4,12%,0%,1.003740561,4.563093312,3.267605178,2.62117801,3.928033981,5.974036697,15.20894013,12.48720065,10.6296575,0%
S01007972,Bellfield and Kirkstyle,East Ayrshire,764,501,2293,33,7,4,2,2306,2661,2512,1935,2173,2740,2006,15%,112,10%,50,95,222,128,101,20%,3%,124,78%,5.25,158,3%,7%,19,251,123,6,15%,1%,1.359885266,4.266153382,3.842980072,2.982977941,3.815042271,5.651511628,15.93344203,14.84135568,10.49096316,0%
S01007973,Kilmarnock South Central and Caprington,East Ayrshire,745,470,5303,77,16,8,4,6134.5,4914,5121,4129,1391,6928,6684,3%,20,4%,20,50,41,70,63,16%,7%,82,88%,5.74,86,3%,8%,*,*,19,0,2%,0%,1.437245711,6.046862745,3.370376838,4.143663366,4.876112132,7.741139241,14.23981005,11.72422181,12.08949755,0%
S01007974,Kilmarnock South Central and Caprington,East Ayrshire,808,529,854,13,3,2,1,1018,745,946,1161,2634,788,2151,23%,189,19%,101,170,105,302,160,24%,11%,132,74%,5.17,175,3%,3%,45,562,114,4,15%,1%,1.249668525,5.510805452,2.425548327,3.505254237,4.370384139,7.134381443,12.63202602,6.564337051,10.16904275,0%
S01007975,Kilmarnock South Central and Caprington,East Ayrshire,629,375,1543,23,5,3,2,1831,1981,1453,1827,2572,190,1812,17%,109,13%,47,145,278,188,84,21%,9%,137,80%,5.44,155,11%,5%,66,1042,95,12,15%,2%,1.322068702,3.315328244,3.199332061,3.132030651,3.086866412,5.14433121,14.46565649,14.63671756,12.07060305,1%
S01007976,Kilmarnock South Central and Caprington,East Ayrshire,655,444,572,9,2,1,1,642,260,892,1743,3402,685,4948,27%,178,25%,110,175,96,258,134,25%,10%,139,71%,5.45,155,5%,8%,39,600,46,3,7%,0%,2.164342105,3.335590327,3.822251067,3.214375,3.012556899,6.632110092,8.657371977,8.998065434,7.815099573,0%
S01007977,Piersland,East Ayrshire,610,424,5172,75,15,8,4,4652,4985,3765,4697,4687,3930,5075.5,6%,36,4%,18,75,54,66,75,18%,0%,107,91%,5.79,86,0%,5%,10,165,41,2,6%,0%,2.257631783,1.896348837,2.960573643,3.385855856,3.40444186,4.886428571,5.445116279,10.5961938,9.990031008,0%
S01007978,Piersland,East Ayrshire,568,432,1691,25,5,3,2,1848,1286,1607,2469,4734,1016,1643,17%,98,16%,68,125,72,375,123,20%,8%,159,*,5.29,112,17%,2%,28,497,81,15,14%,3%,2.248251342,2.153519678,2.960008945,2.044318182,2.61931127,5.163064516,7.144047406,9.050044723,7.830169946,4%
S01007979,Piersland,East Ayrshire,836,532,3602,52,11,6,3,3728,3303,2965,4760,4254,655,5680,9%,73,8%,43,90,127,683,48,17%,3%,117,88%,5.95,68,6%,12%,51,615,37,7,4%,1%,3.03971988,1.82225,2.969599398,2.43765625,3.541027108,5.308494624,5.664566265,8.977548193,9.215228916,4%
S01007980,Piersland,East Ayrshire,694,444,4568,66,14,7,4,3783,4044,3683,4334,5627,3802,5635,9%,59,6%,28,65,109,68,96,19%,5%,105,88%,5.16,83,0%,12%,12,174,38,0,5%,0%,2.437738944,1.754279601,1.639907275,3.084766355,4.369051355,3.804049587,4.606783167,6.729885877,11.62694722,0%
S01007981,Piersland,East Ayrshire,503,260,5142,74,15,8,4,4474,4353,4462,4984,3856,6377,6081,6%,32,6%,14,65,25,0,109,17%,0%,104,*,5.80,89,0%,12%,*,*,21,2,4%,0%,2.330786106,2.709236746,2.404085923,4.3325,4.560543876,4.311923077,5.409734918,7.896489945,13.89205667,0%
S01007982,New Farm Loch South,East Ayrshire,526,291,4951,71,15,8,4,3827,4455,4956,4409,4688,4846,6331,8%,44,5%,15,60,27,0,57,16%,33%,91,89%,6.12,96,3%,5%,6,115,18,0,4%,0%,2.535058366,2.96276751,1.262402724,2.998181818,4.764985409,2.783253012,9.707879377,4.505603113,17.31877432,0%
S01007983,New Farm Loch South,East Ayrshire,792,467,1038,15,3,2,1,885,795,1385,1213,5159,1969,2563,25%,196,19%,88,130,218,386,98,22%,11%,144,73%,5.12,156,5%,4%,26,331,106,0,14%,0%,2.95291184,2.58956242,1.156319176,2.797245989,5.053053411,2.740857605,8.579440154,3.997265122,15.71864221,0%
S01007984,New Farm Loch South,East Ayrshire,791,433,3342,48,10,5,3,3587,3198,3322,3492,3954,690,4454,9%,73,9%,37,80,88,187,83,18%,0%,113,86%,5.56,118,5%,11%,47,599,62,5,8%,1%,3.580321212,2.481078788,1.849769697,2.32631016,4.840624242,3.236858108,8.771481818,8.785157576,14.88694242,0%
S01007985,New Farm Loch South,East Ayrshire,798,458,1573,23,5,3,2,1602,1334,2313,1578,2133,2441,4693,19%,150,16%,70,100,155,371,115,17%,5%,135,75%,5.44,167,10%,7%,22,278,70,0,8%,0%,3.932434995,4.144255146,2.462995666,2.816580645,6.109851029,2.702457627,12.66959372,8.828217768,20.02649512,0%
S01007986,Dean and New Farm Loch North,East Ayrshire,575,362,2946,43,9,5,3,3041,2990.5,2591,3028,2025,3252,5103,11%,66,9%,33,110,98,111,116,18%,0%,121,82%,5.74,141,2%,8%,12,210,38,0,7%,0%,4.414622396,3.519700521,2.737144097,2.372787611,5.884778646,3.196865672,13.12374132,10.46375,20.700625,0%
S01007987,Dean and New Farm Loch North,East Ayrshire,736,465,2954,43,9,5,3,2671.5,3387,2682,3586,1663,3131.5,4011,13%,96,8%,37,100,85,105,85,19%,6%,136,86%,5.46,111,1%,7%,16,219,60,10,8%,1%,4.063649539,3.67476614,3.603537549,2.619858156,5.317901845,3.557655172,13.08651515,14.01899868,18.09545455,0%
S01007988,Dean and New Farm Loch North,East Ayrshire,797,426,2301,33,7,4,2,2492,2498,2652,2440,1769,1265,4232,14%,110,11%,45,105,128,39,86,18%,7%,135,81%,5.34,154,2%,8%,35,443,69,2,8%,0%,3.435697674,4.058482252,3.405226438,2.760024752,5.662910037,2.801848485,14.5954743,11.16520196,22.12257956,0%
S01007989,Dean and New Farm Loch North,East Ayrshire,651,413,1252,18,4,2,1,930,1804,1426,1664,1330,1399,2056,24%,158,13%,55,135,119,262,112,22%,14%,150,77%,5.30,142,5%,3%,27,418,97,14,13%,2%,4.375907202,4.014380194,3.902454986,2.862827004,5.708535319,3.761356383,13.53926247,13.97973338,19.27712604,0%
S01007990,Dean and New Farm Loch North,East Ayrshire,874,592,2229,32,7,4,2,1881,2828,2954,2360,1103,3460,2616,17%,149,10%,57,100,54,32,75,19%,10%,135,81%,5.03,115,3%,6%,17,196,121,4,13%,0%,3.858882004,4.500172414,4.252508082,3.331569767,5.898211207,3.878400901,14.89005388,14.96405711,20.26119612,0%
S01007991,Southcraig and Beansburn,East Ayrshire,1045,722,5754,83,17,9,5,6323,6116,5517,5965,753,6197,6698,2%,24,3%,18,45,34,13,41,14%,8%,100,92%,6.10,56,3%,19%,5,48,21,1,2%,0%,2.548358559,4.902225992,5.925300104,5.266981481,7.538042797,5.659815668,15.98186326,19.89391441,20.19758351,0%
S01007992,Southcraig and Beansburn,East Ayrshire,629,453,5877,85,17,9,5,6286,6526,6154,5906,713,5881,5617,2%,15,2%,9,40,37,0,50,11%,5%,89,90%,6.00,57,0%,15%,4,64,36,0,5%,0%,2.655894216,5.009391172,5.962625571,5.455479042,7.547659817,5.71665625,16.36394216,20.77315068,20.99461187,0%
S01007993,Southcraig and Beansburn,East Ayrshire,768,470,6053,87,18,9,5,6608.5,6144,6366,5709,972,6118,6628,2%,13,3%,12,30,30,43,44,13%,4%,85,87%,6.33,75,0%,13%,4,53,21,0,3%,0%,2.159315403,3.64297066,5.262059902,3.599789916,7.321998778,6.821011236,14.36580073,19.36259474,19.76102689,0%
